,feat_vix_close,feat_vix_change_5d,feat_vix_change_10d,feat_realized_vol_10d,feat_realized_vol_20d,feat_iv_rv_ratio,feat_bb_position,feat_bb_width
2004-12-28,12.0,0.014370251681344648,-0.043062198045910716,0.12689550996299367,0.13906513811130794,0.8629049784134383,0.5738465073438465,0.035326863482587186
2004-12-29,11.619999885559082,0.00606057953837702,-0.08719557710857928,0.12353437531322883,0.1386085561541626,0.8383320776125204,0.5882720924985053,0.03093935707573006
2004-12-30,12.5600004196167,0.09694328636174898,0.017004051146594312,0.12270137936212638,0.11885101996823687,1.0567852444996584,0.5610488341834862,0.03098461299233893
2004-12-31,13.289999961853027,0.18343726657058013,0.08312954083420299,0.1132750589182886,0.11820500193036637,1.124317900665664,0.5105799462523357,0.03078491118898761
2005-01-03,14.079999923706056,0.15980226734098424,0.17824269024585893,0.10896003762550362,0.12357072904476313,1.1394284093448717,0.20184811641206077,0.03158396015769815
2005-01-04,13.979999542236328,0.16499996185302734,0.18174130451361226,0.14037572853549246,0.13718859339302053,1.0190351250403273,-0.16845800085923537,0.038375870526201845
2005-01-05,14.09000015258789,0.2125645689634159,0.21991341297903655,0.12075844788795338,0.12586767063127574,1.1194296424110346,-0.14415141749365892,0.047218464097057364
2005-01-06,13.579999923706056,0.0812101488863235,0.18602621396703967,0.11875217638241063,0.12355459734124423,1.099109237206252,-0.09299245001769259,0.056359481048572135
2005-01-07,13.489999771118164,0.015048894645538491,0.20124668931480483,0.12517462341942662,0.12290211979308556,1.0976214074931772,0.06407002069162282,0.060880771988894834
2005-01-10,13.229999542236328,-0.06036934560195628,0.08978576343394384,0.12559541222142476,0.12292534996472611,1.076262914527616,0.10933162156701749,0.06481693996674195
2005-01-11,13.1899995803833,-0.056509298120238305,0.0991666316986084,0.10636278383223254,0.11766764142191669,1.1209538511176909,0.06534074145267381,0.0682669885615348
2005-01-12,12.5600004196167,-0.10858763068857591,0.08089505536276431,0.12167492970348022,0.12109192479278696,1.0372285716912524,0.21041198751355816,0.0662805624478292
2005-01-13,12.84000015258789,-0.054491883304533584,0.022292971625532454,0.12934067244922587,0.1271077428846574,1.0101666398277103,0.06708430728487848,0.06784525902170306
2005-01-14,12.43000030517578,-0.0785766852429326,-0.06471028285521063,0.14781904206391355,0.13172021281286764,0.9436668860256733,0.2306533819385217,0.06790689358670575
2005-01-18,12.470000267028809,-0.05744514750595775,-0.11434656714497149,0.15244155295261344,0.13006022491717503,0.9587866140451436,0.3542520776507845,0.06815787248351494
2005-01-19,13.18000030517578,-0.0007580951876899888,-0.05722455388096359,0.14739632378970538,0.14022111310263458,0.9399440650231256,0.15388108706267456,0.07194731705695798
2005-01-20,13.829999923706056,0.10111460682006213,-0.018452819451111213,0.1712076580291849,0.14420630376145227,0.9590426744855622,-0.009728866199512569,0.0799121848857267
2005-01-21,14.359999656677246,0.11838002227616795,0.05743738861217329,0.1728394815102903,0.14432958252311748,0.994945000577216,-0.011434554779923544,0.0882856416519287
2005-01-24,14.649999618530272,0.17860010127514614,0.08598961208996059,0.1729993013931478,0.14814544586112166,0.9888930120919042,-0.05021430745590733,0.09926838745593276
2005-01-25,14.0600004196167,0.12750602394066624,0.0627362740815387,0.179312466191218,0.1516633054131712,0.9270535401634244,0.06206980270237591,0.10596856742428153
2005-01-26,13.4399995803833,0.019726803428480988,0.01895375344604333,0.19716001399508654,0.15461948721664034,0.8692306398321097,0.19897369541907714,0.1044081771015507
2005-01-27,13.239999771118164,-0.042660893408724476,0.0541400739477218,0.1874111578550498,0.1537986656268941,0.8608657114904736,0.21101803292998547,0.1004814069943459
2005-01-28,13.239999771118164,-0.07799442286464775,0.03115261789538648,0.18021324112017123,0.15341354563974494,0.8630267761498154,0.18682334662529324,0.09531611943482121
2005-01-31,12.81999969482422,-0.12491467381277932,0.0313756540686525,0.1877132784147966,0.16467988675459788,0.7784799921515786,0.3361917637254611,0.08530133468745034
2005-02-01,12.029999732971191,-0.14438126785638095,-0.0352847253115941,0.18229799854758622,0.163822144025408,0.7343329440924298,0.39316504903471167,0.07694815928867889
2005-02-02,11.65999984741211,-0.13244046045724855,-0.11532628395818523,0.16676911731478058,0.153237569106432,0.760909998468691,0.4313754899171861,0.07368706465022552
2005-02-03,11.789999961853027,-0.10951660380147266,-0.14750542104893705,0.14641693476083667,0.15648507479730872,0.7534264834601208,0.2986820325399798,0.07266128956619267
2005-02-04,11.210000038146973,-0.15332324532206176,-0.21935931015608046,0.16094750334598723,0.16822036252170788,0.6663878183415748,0.5293458995356708,0.07100831914633116
2005-02-07,11.729999542236328,-0.0850234148623229,-0.19931741654112656,0.13701428653853043,0.1667639214173836,0.7033895246968919,0.5166599591637616,0.06779400826355599
2005-02-08,11.600000381469728,-0.03574392028646045,-0.17496443561372488,0.13672274499432696,0.1670968783589008,0.6942080842799795,0.5628946800515856,0.06429614679347562
2005-02-09,12.0,0.02915953319359188,-0.10714282926653429,0.15746054814521568,0.175188592185079,0.6849761077663395,0.322454922671847,0.0631062843435936
2005-02-10,11.510000228881836,-0.02374891720756067,-0.13066462025249892,0.15739662373769223,0.171633052333176,0.6706167648023001,0.3584038866549226,0.058257133276183724
2005-02-11,11.43000030517578,0.019625358276552873,-0.13670691066707807,0.17011782434085757,0.17566028467605874,0.6506877935587001,0.6222677076503892,0.05668717207872727
2005-02-14,11.520000457763672,-0.017902735947815773,-0.10140399906447684,0.16006862635269614,0.17283077136046684,0.6665479976211428,0.7329721686251918,0.05248910033421014
2005-02-15,11.270000457763672,-0.028448268349474448,-0.06317533599976344,0.16210743977581724,0.17226791108993447,0.6542135669062613,0.9349754586901451,0.04535532184825195
2005-02-16,11.100000381469728,-0.07499996821085597,-0.04802739907982678,0.16424754594307173,0.16226080634306742,0.6840838913373226,0.8619610567044442,0.044533276753473294
2005-02-17,11.770000457763672,0.022589072433675694,-0.0016963107849079506,0.16880244671143366,0.15421110115385886,0.7632395054374559,0.5519138669807964,0.04457161779424213
2005-02-18,11.18000030517578,-0.021872265382774647,-0.0026761581506784538,0.14657145948644856,0.1517189506385421,0.7368888499506703,0.47039880605319745,0.04381194518916526
2005-02-22,13.140000343322754,0.14062498447795768,0.12020467656536749,0.15731840114411233,0.14961635021331188,0.8782462828820994,0.15153979271266602,0.04038151443638207
2005-02-23,12.390000343322754,0.0993788677965437,0.06810344274772628,0.15698529754651172,0.1487509399418569,0.8329359362815255,0.16025182140380723,0.03837667520114969
2005-02-24,11.56999969482422,0.04234227902722476,-0.035833358764648326,0.14929551554994033,0.1495250048513693,0.773783602704111,0.4780733704690345,0.0377610706412541
2005-02-25,11.489999771118164,-0.02378935223072276,-0.0017376591977370515,0.15123819687108184,0.1505092828453226,0.763408047258212,0.6103986067734232,0.03698927884202761
2005-02-28,12.079999923706056,0.08050085813625807,0.056867856620786084,0.14144880133660526,0.15472517558708573,0.7807391316810581,0.30060373128587287,0.0350557891537438
2005-03-01,12.039999961853027,-0.08371387768103866,0.0451388440474334,0.15214503740454408,0.15276502164660757,0.7881385301476438,0.6035846606950714,0.03514666969237009
2005-03-02,12.5,0.008878099566520747,0.10913926284617026,0.14679576385228083,0.15240051807177396,0.820207185523677,0.5847493252492371,0.03524321113902421
2005-03-03,12.93000030517578,0.11754543182571986,0.16486485232568482,0.1506057713297676,0.1551365224298783,0.8334594654215056,0.361670840983099,0.035486240681933595
2005-03-04,11.9399995803833,0.039164475041703506,0.014443425319282444,0.13943446391737943,0.15080262341885636,0.791763386451162,0.5135194031774348,0.03451696612505588
2005-03-07,12.260000228881836,0.014900687608659924,0.0966010638842354,0.15454273377743372,0.1485460816758377,0.8253331283174486,0.8961963911005386,0.036462812798512614
2005-03-08,12.399999618530272,0.029900303805469264,-0.056316644250966275,0.14879034985965012,0.15292488602819582,0.8108555736470517,0.617975617454839,0.03648675584741832
2005-03-09,12.699999809265137,0.015999984741210893,0.02502013376532708,0.15094009359015073,0.15310192292185185,0.8295127563974246,0.544284347503003,0.03612030847949092
2005-03-10,12.489999771118164,-0.03402942951838028,0.07951599831981859,0.13832362130268655,0.14013769405087742,0.8912662546440668,0.49194964935331226,0.03475141392216333
2005-03-11,12.800000190734863,0.0720268543195337,0.11401222329956706,0.14259795524712535,0.14445781761716178,0.8860718237248385,0.2218531832308012,0.03462902963084862
2005-03-14,12.390000343322754,0.010603598043551932,0.025662286554186675,0.13451485513190561,0.13497697278704318,0.9179343770637672,0.36656263964053853,0.03466040644430195
2005-03-15,13.149999618530272,0.060483872828448915,0.09219266280682015,0.12603745875190142,0.13619377621190745,0.9655360167170814,0.17257182807987795,0.035209498669944966
2005-03-16,13.489999771118164,0.06220472233997132,0.07919998168945308,0.13500281660834454,0.1376820077537899,0.9797939462970122,-0.06435846917847651,0.03681542065461198
2005-03-17,13.289999961853027,0.06405125743755269,0.027842200168637588,0.1332553851618307,0.1384136847105031,0.9601651736711952,0.05197008971073726,0.037276172925019696
2005-03-18,13.140000343322754,0.026562511525116683,0.1005025799926309,0.12747987192302693,0.13210035427818792,0.9946983424171179,0.0022536747269940667,0.04178636357166299
2005-03-21,13.609999656677246,0.09846644709836316,0.11011414376772288,0.09119570542659068,0.1323693780550454,1.028183395333139,0.10129137315181766,0.04491357925485707
2005-03-22,14.270000457763672,0.08517116895236665,0.15080652393238103,0.09618474593158746,0.13235317140666356,1.0781759368589805,-0.06310498735850989,0.05149720381641563
2005-03-23,14.0600004196167,0.042253569916205214,0.10708666384068688,0.10386094241204599,0.13312612974908927,1.056141303447822,0.05955367042982814,0.05588276913233133
2005-03-24,13.420000076293944,0.009781799459297469,0.07445959345222009,0.10512765720212247,0.12327729303879559,1.088602754448108,0.11592475153425162,0.05948325771598146
2005-03-28,13.75,0.046423108123222034,0.07421873399289347,0.10238691948284069,0.12112574386910162,1.1351839469286873,0.18358443151373216,0.06089830887701905
2005-03-29,14.489999771118164,0.06465834949592941,0.16949147454440117,0.09830760757866322,0.11885086769512986,1.2191749250234476,0.10812857109610803,0.0652182856265108
2005-03-30,13.640000343322754,-0.04414857002321704,0.03726241361269689,0.14451091747592368,0.132110267654986,1.0324708734179877,0.4061780484394067,0.06360401763157186
2005-03-31,14.020000457763672,-0.0028449474153087184,0.039288413316376,0.13404558625188784,0.1325492585545548,1.0577200212699267,0.3566041163466809,0.06208550403948115
2005-04-01,14.09000015258789,0.04992548975297573,0.060195650340943985,0.141958460158222,0.13401314389570168,1.0513894192015751,0.22463319164616272,0.06342719857924792
2005-04-04,14.109999656677246,0.026181793212890714,0.07382034155329453,0.14592255152479633,0.1350173992337356,1.045050470291662,0.354612166679718,0.06178865665820865
2005-04-05,13.68000030517578,-0.05590058514403129,0.005143324780628511,0.146304944959762,0.12285511855205197,1.1135067440743023,0.4205522349222739,0.053308331139797854
2005-04-06,13.149999618530272,-0.03592380589875532,-0.07848639126175061,0.13000288581874395,0.11914081478210631,1.1037359147308152,0.4106523372797764,0.047783699499897025
2005-04-07,12.329999923706056,-0.12054211689570704,-0.12304412832711753,0.14101069288047774,0.1283247437428625,0.9608435258918533,0.7012914081382405,0.04272735945350223
2005-04-08,12.619999885559082,-0.10432932939030637,-0.05961253250274112,0.14973935991455853,0.13092649682919535,0.963899607122532,0.5442561428145123,0.036443508895185356
2005-04-11,11.979999542236328,-0.15095678003315494,-0.12872730601917615,0.1519904532163905,0.1279510422440606,0.9362955808820254,0.4454996972461011,0.03338710665679331
2005-04-12,11.300000190734863,-0.17397661267159847,-0.220151803365911,0.14572245326104033,0.12816181726354547,0.8816978747654705,0.6492307487153128,0.02707024877845375
2005-04-13,13.3100004196167,0.012167361652312358,-0.02419354218474057,0.13755554236346157,0.1375548988895773,0.9676136965722573,0.06980108871490968,0.02572256199718113
2005-04-14,14.529999732971191,0.17842658741914064,0.03637655196545331,0.15092148920946805,0.1406454870527154,1.0330939184365862,-0.20645840988240877,0.03343424209967033
2005-04-15,17.739999771118164,0.40570522440478296,0.2590489410221819,0.17958681592799558,0.1590992886791797,1.1150269695353883,-0.3417105741019261,0.0514170247677099
2005-04-18,16.559999465942383,0.3823038479725265,0.1736357100551542,0.1705990572141613,0.15911197741721414,1.0407764226648832,-0.14119793040946516,0.0634406515982137
2005-04-19,14.960000038146973,0.3238937863393161,0.09356722985502497,0.1768813382567708,0.1618808225393859,0.9241366459271095,0.040068643161011566,0.06941861800933932
2005-04-20,16.920000076293945,0.2712246087803809,0.28669205833673117,0.17715536058576362,0.15912279957574785,1.0633297127379568,0.011116053173859526,0.07782696673691936
2005-04-21,14.40999984741211,-0.00825876722397867,0.16869423654309834,0.22358495099634307,0.18735529668682074,0.7691268996520321,0.35133844866156355,0.07848338128859889
2005-04-22,15.380000114440918,-0.13303267683912112,0.21870049555547721,0.22999324397581575,0.1938207850636445,0.7935165523857837,0.19645593104491674,0.08162445278976885
2005-04-25,14.619999885559082,-0.11714973689299579,0.22036731587636949,0.23846162205632215,0.19663618148092976,0.7435050749791418,0.31315580442624513,0.0824399524285878
2005-04-26,14.90999984741211,-0.0033422587304389184,0.3194689907737498,0.23584271658808473,0.1973058960438406,0.7556793864943177,0.22740374769335295,0.08521015882173583
2005-04-27,14.869999885559082,-0.12115840316141913,0.11720506512105033,0.22729430594935746,0.1829846466448468,0.8126364784265276,0.26806138540589497,0.08453912275466144
2005-04-28,16.860000610351562,0.17002087362127538,0.16035794357884114,0.22222024706186483,0.1849348650158598,0.9116723668576864,0.1872499085060968,0.08604466684046581
2005-04-29,15.3100004196167,-0.004551345533378326,-0.13697854469297444,0.19246782515461522,0.18535185606563576,0.825996606917991,0.2839651469534272,0.08699448939588328
2005-05-02,15.119999885559082,0.034199726669893904,-0.08695649920429238,0.1931499333217722,0.18367687478239178,0.8231847315277037,0.3477366545169438,0.08545629453520953
2005-05-03,14.529999732971191,-0.025486258774635284,-0.02874333583417843,0.19185532846678302,0.18465763743860059,0.786861563622164,0.42446640254636697,0.0819994304485451
2005-05-04,13.850000381469728,-0.06859445271952691,-0.18144206152371667,0.19182240446844073,0.19110527302338204,0.7247314614796191,0.5893987995681039,0.07834155289821694
2005-05-05,13.979999542236328,-0.1708185625062787,-0.029840410113051163,0.1414053744101468,0.18501001872585918,0.7556347293251919,0.6374266066359325,0.06933009313649807
2005-05-06,14.050000190734863,-0.08229916357594591,-0.0864759371787821,0.1124507818979199,0.18396224620920912,0.7637436745992244,0.7136512128207863,0.06303146392963044
2005-05-09,13.75,-0.09060845872542311,-0.059507516577919084,0.10847099335807633,0.18463378609138312,0.7447174372080818,0.8211837566793663,0.058904340698392336
2005-05-10,14.90999984741211,0.026152795693356268,0.0,0.10269356836299035,0.18483936789494934,0.8066463339068537,0.75795568484138,0.049780019896833644
2005-05-11,14.449999809265137,0.04332125713138346,-0.028244793512192667,0.1036780155553008,0.17686823062379595,0.8169923879659724,0.8708421017313929,0.04879804417250707
2005-05-12,16.1200008392334,0.1530759203912493,-0.043890850790588076,0.08389360659483645,0.16927379425854883,0.9523033916644951,0.7951358381767788,0.050258989220512605
2005-05-13,16.31999969482422,0.1615657988094752,0.06596990512902967,0.09116298296557837,0.14839972147746017,1.099732501674742,0.9513226448854782,0.05251220610885914
2005-05-16,15.68000030517578,0.1403636585582384,0.037037065069791986,0.09245738056657049,0.14905994977418419,1.0519257740882058,1.0007480417912413,0.055851615013818294
2005-05-17,14.56999969482422,-0.022803498059518867,0.0027529224079929637,0.0929246863574386,0.14874680373253146,0.9795168251832297,1.0149603838161585,0.06152193576219162
2005-05-18,13.630000114440918,-0.056747384473904705,-0.015884495376848773,0.09665202455885046,0.14810741396831403,0.9202780434311619,1.1107702414355132,0.06888877634608334
2005-05-19,13.31999969482422,-0.17369733242162377,-0.047210291060319265,0.09700622157633175,0.12330625708172656,1.0802371274635165,1.0881795245266772,0.08158202039274011
2005-05-20,13.140000343322754,-0.1948529050836919,-0.06476867153441035,0.09650477293237233,0.10437659439055164,1.2589029580861868,1.0326846207779437,0.09088266236256226
2005-05-23,12.949999809265137,-0.17410717109549434,-0.058181832053444626,0.09650197351754411,0.1030773003001883,1.2563386673449266,0.9977730422083473,0.10062985604112999
2005-05-24,12.6899995803833,-0.1290322686217188,-0.14889337959410698,0.07034981496004755,0.09147002804732628,1.3873396402390452,0.9596185293504566,0.10698090274043216
2005-05-25,12.579999923706056,-0.0770359634569916,-0.12941175849428477,0.08713740007632827,0.09567981393218061,1.3148018800102352,0.8728328048420627,0.10957277416414322
2005-05-26,12.239999771118164,-0.0810810772109638,-0.24069484281117148,0.07814187623023394,0.08311515154087311,1.472655652333012,0.9208699743877407,0.11014963423808939
2005-05-27,12.149999618530272,-0.07534251894411581,-0.25551471533522363,0.07864352432472044,0.08408604166311914,1.444948457344183,0.884675132077171,0.10994891322217996
2005-05-31,13.289999961853027,0.02625483842437104,-0.1524234883167599,0.08931097515888002,0.0885645198682358,1.5006009157646398,0.8220330727964933,0.10735484755142095
2005-06-01,12.359999656677246,-0.026004722980147443,-0.15168154320085847,0.09104328601412144,0.08967420735952301,1.3783227106901959,0.8636809486407577,0.10623118882094204
2005-06-02,11.84000015258789,-0.05882351157440724,-0.1313279491433409,0.0778619904927425,0.08543348683781825,1.3858734544060256,0.8858731025684737,0.10835123287182849
2005-06-03,12.149999618530272,-0.00735295378029821,-0.08783784557807295,0.11646053757875129,0.10755658261818135,1.1296379377970713,0.7237227041474306,0.10500464207444168
2005-06-06,12.279999732971191,0.01069959823230393,-0.06544905539432366,0.11578401383568261,0.10804792103772243,1.1365327176155398,0.7047897551146238,0.10096210896599823
2005-06-07,12.390000343322754,-0.06772006178431822,-0.043243202640183,0.12278311080724781,0.11518744652692599,1.0756380766220468,0.6014183513957106,0.09589864890786202
2005-06-08,12.699999809265137,0.0275081037242757,0.0007880401270694559,0.12163771713454533,0.11086288294593816,1.1455592234109806,0.5574315257816578,0.08677441199080262
2005-06-09,12.079999923706056,0.020270250677801638,-0.03974562822196748,0.12456876790044645,0.11133857118557101,1.0849788887241956,0.6114533920655961,0.07798339064689076
2005-06-10,11.960000038146973,-0.015637826036926428,-0.02287579560515074,0.12288077841452583,0.11959487417826659,1.0000428630678226,0.43539954477182824,0.06486196273162038
2005-06-13,11.649999618530272,-0.051302942030967635,-0.041152264666530325,0.12682509792283764,0.11575982479923885,1.006394026488443,0.47428917235936374,0.05404498452088623
2005-06-14,11.789999961853027,-0.04842617956770923,-0.1128668174797236,0.12713002123056658,0.11629389524427089,1.0138107367621132,0.3460267717518309,0.04419839468427994
2005-06-15,11.460000038146973,-0.09763777871977108,-0.07281550513992663,0.1190551722566546,0.11526314100076941,0.9942467243774377,0.3577254218470189,0.03478373781929999
2005-06-16,11.149999618530272,-0.07698678071601073,-0.05827707138219962,0.11575827487644036,0.10713080837433718,1.040783672570627,0.48055829016121615,0.03051563301785895
2005-06-17,11.479999542236328,-0.040133820600306125,-0.0551440409324877,0.09196365837467377,0.10364302548048117,1.107648053404069,0.43564354924517223,0.02887360322249515
2005-06-20,11.470000267028809,-0.01545058861763049,-0.06596086999640349,0.09190370948670039,0.10281350833731531,1.1156121848694727,0.42411362918054746,0.028125733705806524
2005-06-21,11.079999923706056,-0.060220529299762626,-0.10573045870193909,0.08104294684840108,0.10128638485726033,1.0939278699028252,0.40537607718449653,0.028125733705806524
2005-06-22,11.050000190734863,-0.03577660087673129,-0.12992123175675452,0.08037979997447367,0.10064310004510657,1.0979391717646252,0.37618969185927326,0.028311233106697285
2005-06-23,12.130000114440918,0.08789242416492793,0.0041390886631331725,0.09071120168540558,0.10712866338680717,1.1322833433143273,0.046699667219235005,0.030948157865149747
2005-06-24,12.18000030517578,0.06097567864563613,0.018394671097584192,0.09272609176272349,0.10595499003719783,1.1495447548907063,-0.1323401865412903,0.037216392603322206
2005-06-27,12.520000457763672,0.0915431705571228,0.07467818607046084,0.08652742846834872,0.10614181749075362,1.1795539923606766,-0.10179351412888407,0.04355366465205322
2005-06-28,11.579999923706056,0.045126354101341803,-0.017811708127772108,0.10452214703841083,0.11328099520162252,1.0222367752945196,0.15331238456628962,0.045394069309877494
2005-06-29,11.770000457763672,0.06515839408152324,0.027050647345968404,0.10171563753858172,0.10777721727870195,1.092067577447981,0.14268973173714436,0.04516172342259728
2005-06-30,12.039999961853027,-0.007419633284318272,0.079820661324836,0.09780087426223136,0.10462492074833966,1.150777451082953,0.004018850720842422,0.04313090254465501
2005-07-01,11.399999618530272,-0.06403946363729185,-0.006968634747042235,0.09748271009840774,0.09437084548535153,1.2080001572413386,0.040565835748682465,0.045573507395422735
2005-07-05,11.68000030517578,-0.06709266149163817,0.01830863411142447,0.11804355476764418,0.10358799345239221,1.1275438316645998,0.2849174577831634,0.04411662172941855
2005-07-06,12.270000457763672,0.059585538739518995,0.1074007709613396,0.11850658609375571,0.10108634163982246,1.2138138801661773,0.2081403359071567,0.045091961088984944
2005-07-07,12.489999771118164,0.06117241166966725,0.13031670185767985,0.1221870214896479,0.10234065755790539,1.220433801106974,0.3051943208508006,0.045305951191387306
2005-07-08,11.449999809265137,-0.049003335087808964,-0.05605938159606716,0.14952255692918606,0.12207221344330797,0.9379693778209957,0.7353068564474617,0.04422465567408523
2005-07-11,11.279999732971191,-0.010526306103030514,-0.0738916707434023,0.13720468123587584,0.12002232619843771,0.9398251217295619,0.9013416274650595,0.047322452314554106
2005-07-12,10.949999809265137,-0.06250004082509797,-0.12539940823444418,0.13042151486959971,0.11999082829494342,0.9125697326090202,0.9497629855680139,0.051192987570371426
2005-07-13,10.84000015258789,-0.11654443780162771,-0.06390326217561293,0.12690902549669655,0.11877680203857835,0.9126361348798641,0.9367354060909472,0.05568725199700605
2005-07-14,10.8100004196167,-0.1345075566283268,-0.0815632965854085,0.1268120074326005,0.12264600528911342,0.8813984926891248,1.0229073417223695,0.06308038992632904
2005-07-15,10.329999923706056,-0.09781658552105799,-0.14202658169143312,0.10741582715585395,0.12196672881508716,0.8469522815002518,0.9969503356852214,0.07006263601473989
2005-07-18,10.770000457763672,-0.045212702773104074,-0.05526308612699948,0.11315378376882236,0.12328642810943831,0.8735755121564077,0.8935166490792947,0.07466632247840826
2005-07-19,10.449999809265137,-0.04566210125199588,-0.10530825888468431,0.11487244970444681,0.1285959966183643,0.8126224831304595,0.9781422861269325,0.08268049685379472
2005-07-20,10.229999542236328,-0.05627311824400061,-0.16625923711653667,0.09954378012163566,0.12969956006068137,0.7887458937755927,0.9858367830331146,0.092069298971696
2005-07-21,10.970000267028809,0.014801095393276897,-0.12169732041182235,0.10365885071830395,0.12936168236653212,0.8480100186040034,0.9275889514147639,0.09987194896045722
2005-07-22,10.520000457763672,0.018393081845198056,-0.08122265213916646,0.08186421252644219,0.12029732484104859,0.8744999501579916,0.8671844006888569,0.10511964536660658
2005-07-25,11.100000381469728,0.030640660137407183,-0.01595738969526117,0.08586086751118961,0.11139908383152626,0.9964175646414424,0.7970968737612883,0.10609636281504832
2005-07-26,10.989999771118164,0.05167463844107001,0.003652964616417842,0.08546902144785319,0.10770158656701889,1.0204120590442254,0.8027940277334192,0.10538555288109326
2005-07-27,10.359999656677246,0.01270773414057258,-0.04428048792933381,0.08853554340695959,0.10650398739240835,0.9727335013764669,0.8381888637998368,0.10727017202165738
2005-07-28,10.520000457763672,-0.04102094788617705,-0.026827007455686114,0.08158381055596252,0.10458028166087796,1.0059258103623046,0.845728938462682,0.10815211645573815
2005-07-29,11.56999969482422,0.09980980906570758,0.12003870089800484,0.09901683682722293,0.10524785478214423,1.0993097881921983,0.7444860542841711,0.102595825780207
2005-08-01,12.079999923706056,0.08828824401414725,0.1216341142305204,0.09348094096701504,0.10384202737594389,1.1633054774607103,0.7439747472131782,0.09438615549302917
2005-08-02,11.75,0.06915379842674096,0.12440193439833958,0.0914271333707257,0.10426395247646995,1.126947494403851,0.8353307010914394,0.08998680296239374
2005-08-03,11.829999923706056,0.1418919223690671,0.15640278133580066,0.08804882364950128,0.10051145996672398,1.1769802097813105,0.818525910072731,0.08016939702933107
2005-08-04,12.520000457763672,0.19011406016850674,0.14129445332772783,0.10486573181728061,0.11191839577620866,1.1186722585622644,0.6853656151431625,0.06565669226908244
2005-08-05,12.479999542236328,0.07865167427957598,0.18631169193782626,0.10799195273422274,0.09912842319405146,1.2589728697495546,0.5905602457320182,0.05664761247484677
2005-08-08,13.210000038146973,0.09354305642199368,0.19009005262735523,0.11301368919115556,0.10104926855910083,1.3072830933378625,0.4275120510165167,0.04980587900741884
2005-08-09,12.399999618530272,0.055319116470661456,0.12829844192695994,0.11661672482140047,0.10209962221648254,1.2145000490049285,0.5352621813348566,0.04355829579128542
2005-08-10,12.380000114440918,0.046491985991709006,0.19498074562789558,0.11583959226705458,0.10815009924940756,1.144705386343761,0.28662587994408034,0.03750418362158573
2005-08-11,12.420000076293944,-0.007987250624077902,0.18060832089870194,0.12207036666784317,0.10644427377898909,1.16680772345553,0.4789044828196111,0.03423820367626137
2005-08-12,12.739999771118164,0.02083335243738693,0.10112360476701965,0.1183655548249791,0.10845901392052065,1.174637248726427,0.29166824613975706,0.032162900612009625
2005-08-15,12.260000228881836,-0.07191520109930272,0.014900687608659924,0.12304889964024292,0.10886394985975262,1.1261763186689593,0.44354081627874886,0.02712088245097438
2005-08-16,13.520000457763672,0.09032265110393212,0.15063833683095074,0.12861726995088626,0.11745169292498042,1.151111586480006,-0.06677218220974188,0.030469545035897612
